Round,Model,Accuracy,F1,Precision,Recall,y_pred,probas
19,Random Forest,0.9238533618280453,0.8869871427318431,0.8827404854271456,0.9084715448974736,[ 7  7  4 ...  4 13  4],"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
19,LightGBM,0.9237547262863719,0.8848424799843939,0.8904525639715023,0.9134049459591174,[ 7  7  4 ...  4 13  4],"[[5.06498110e-08 1.97604910e-09 6.69252209e-10 ... 3.36485936e-07
  1.18173033e-09 1.19474493e-08]
 [2.78502101e-06 1.97214584e-09 6.55032420e-10 ... 4.42998689e-07
  1.43775042e-09 3.13521610e-09]
 [1.62347505e-08 2.06259128e-09 6.70773448e-10 ... 2.09284203e-07
  1.94085573e-09 2.72522578e-09]
 ...
 [1.62476843e-08 2.06506169e-09 6.71431284e-10 ... 2.09345878e-07
  1.94212399e-09 2.72738350e-09]
 [7.21184683e-08 6.23145203e-07 9.72214393e-09 ... 2.78273173e-07
  9.99996179e-01 2.22241290e-06]
 [1.62347505e-08 2.06259128e-09 6.70773448e-10 ... 2.09284203e-07
  1.94085573e-09 2.72522578e-09]]"
19,Logistic Regression,0.6803222094361335,0.6150375968265716,0.6465432406067622,0.6690825357610436,[ 7  7  4 ...  4 13  4],"[[9.44310485e-10 3.64020409e-06 5.27176136e-15 ... 1.66624510e-05
  1.23719776e-08 2.37264388e-05]
 [1.66808687e-08 3.84977400e-10 4.12048966e-09 ... 1.02824095e-04
  9.23693965e-10 1.46147953e-07]
 [2.84366693e-09 5.62237377e-18 5.66198659e-09 ... 5.00640311e-08
  6.69829090e-13 1.05916450e-10]
 ...
 [5.93771300e-06 8.57726029e-15 1.40235581e-05 ... 2.63304694e-04
  1.19487105e-09 1.74383912e-07]
 [9.41811328e-09 2.20344245e-04 1.94448533e-15 ... 9.78008731e-07
  9.42315308e-01 5.74600880e-02]
 [1.12613468e-24 1.39540957e-32 1.16397201e-24 ... 3.02674662e-25
  5.14300910e-28 1.18291943e-25]]"
19,XGBoost,0.9303633075784975,0.8957295259363927,0.8928696414887352,0.9150351962572844,[ 7  7  4 ...  4 13  4],"[[7.88928446e-07 5.11493354e-08 7.86916932e-09 ... 1.33645408e-05
  1.74558679e-08 1.26333805e-06]
 [1.03787701e-04 1.00962204e-07 1.09848388e-08 ... 4.77219983e-05
  7.56730856e-08 8.37550118e-08]
 [1.92717948e-06 2.14094101e-07 3.05769667e-08 ... 1.16764886e-05
  1.87967331e-07 2.06688455e-07]
 ...
 [1.92717948e-06 2.14094101e-07 3.05769667e-08 ... 1.16764886e-05
  1.87967331e-07 2.06688455e-07]
 [4.87960790e-07 1.67762551e-06 1.62867710e-08 ... 5.34746903e-07
  9.99988019e-01 6.33805166e-06]
 [1.92717948e-06 2.14094101e-07 3.05769667e-08 ... 1.16764886e-05
  1.87967331e-07 2.06688455e-07]]"
19,MLP (Neural Net),0.805161926680914,0.7805876335430104,0.811697278088338,0.7887886795735858,[ 7  7  4 ...  4 13  4],"[[4.63463340e-30 4.05627835e-07 7.43818009e-26 ... 7.13036074e-08
  1.30879588e-15 3.19345268e-05]
 [1.19237395e-13 1.77024760e-11 4.06854267e-12 ... 1.29482785e-06
  4.90640968e-13 1.05851269e-08]
 [4.92638608e-25 1.40563685e-17 2.91302196e-13 ... 1.08033768e-15
  6.91994718e-15 6.21224242e-16]
 ...
 [4.68145538e-20 1.70529007e-13 4.24729300e-09 ... 1.63380526e-11
  3.27347733e-11 7.53382748e-13]
 [3.65045402e-17 1.77328727e-06 1.87440723e-14 ... 1.16280737e-08
  9.99995409e-01 2.77686375e-06]
 [4.31922953e-39 7.01769002e-29 7.97641887e-27 ... 8.17664916e-26
  2.62069096e-25 9.47184946e-25]]"
