Round,Model,Accuracy,F1,Precision,Recall,y_pred,probas
17,Random Forest,0.9247082031892159,0.8880357688334976,0.8837443603700076,0.9096646296787821,[ 7  7  4 ...  4 13  4],"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
17,LightGBM,0.9240177543975012,0.8849316738278455,0.8901384098810765,0.9126310670281159,[ 7  7  4 ...  4 13  4],"[[1.97917988e-08 2.01867479e-09 6.72961698e-10 ... 2.85466141e-07
  1.37680682e-09 1.43859919e-08]
 [2.52051949e-06 1.93436897e-09 6.55244293e-10 ... 4.82476515e-07
  1.68206492e-09 3.06321978e-09]
 [2.19359218e-08 1.87271788e-09 6.70120236e-10 ... 2.32804478e-07
  2.46578360e-09 2.95251817e-09]
 ...
 [2.19359150e-08 1.87271712e-09 6.70120003e-10 ... 2.32804325e-07
  2.46578295e-09 2.95251694e-09]
 [5.30894482e-08 6.92022206e-07 7.50950680e-09 ... 2.44364548e-07
  9.99995707e-01 2.73381603e-06]
 [2.19359218e-08 1.87271788e-09 6.70120236e-10 ... 2.32804478e-07
  2.46578360e-09 2.95251817e-09]]"
17,Logistic Regression,0.6803879664639159,0.6150926008112323,0.6465831247302548,0.6691424260310245,[ 7  7  4 ...  4 13  4],"[[5.07387972e-10 1.94726671e-05 8.15294693e-15 ... 1.76902723e-05
  1.79320370e-08 3.75663340e-05]
 [1.07071459e-08 3.05642101e-10 4.30907199e-09 ... 9.18910877e-05
  6.48188750e-10 1.18671083e-07]
 [2.44872553e-09 4.13963302e-18 5.05009664e-09 ... 4.98667871e-08
  7.26028899e-13 7.19110644e-11]
 ...
 [5.48238736e-06 6.46096722e-15 1.31312557e-05 ... 2.61481568e-04
  1.24846855e-09 1.24240832e-07]
 [8.91836772e-09 1.81666048e-04 9.40779836e-16 ... 7.67883470e-07
  9.43031671e-01 5.67821585e-02]
 [9.57084474e-25 7.51827279e-33 1.06885405e-24 ... 5.13699153e-25
  7.19911513e-28 8.87785111e-26]]"
17,XGBoost,0.9308893638007562,0.8970360122519858,0.8936468429525483,0.9148064954555346,[ 7  7  4 ...  4 13  4],"[[1.19834317e-06 5.19086534e-08 8.32804137e-09 ... 1.21622261e-05
  4.26086117e-08 7.53661652e-07]
 [1.46132530e-04 9.73931193e-08 1.10450840e-08 ... 4.48743704e-05
  6.95720743e-08 9.47897689e-08]
 [1.11442034e-06 2.24743872e-07 2.79289569e-08 ... 1.40284565e-05
  1.75791897e-07 1.92135658e-07]
 ...
 [1.11442034e-06 2.24743872e-07 2.79289569e-08 ... 1.40284565e-05
  1.75791897e-07 1.92135658e-07]
 [4.79457526e-07 1.20827883e-06 1.44740824e-08 ... 3.11152576e-07
  9.99990046e-01 5.89436468e-06]
 [1.11442034e-06 2.24743872e-07 2.79289569e-08 ... 1.40284565e-05
  1.75791897e-07 1.92135658e-07]]"
17,MLP (Neural Net),0.8028933092224232,0.781930307591055,0.8006574234377819,0.7863726215111768,[ 7  7  4 ...  4 13  4],"[[1.25679397e-27 5.99074046e-08 3.14737196e-18 ... 2.50140439e-08
  4.77676234e-11 1.13038274e-05]
 [9.65291216e-15 3.05575297e-09 6.36515358e-09 ... 2.13573142e-06
  6.10807721e-10 7.97646756e-09]
 [5.78853326e-23 7.14065685e-17 4.61995809e-11 ... 4.21094638e-15
  1.24246820e-13 5.34133830e-15]
 ...
 [2.52585262e-18 6.66232105e-13 5.08181456e-08 ... 3.75521579e-11
  3.36207700e-10 1.43980128e-12]
 [5.03002798e-18 2.37693292e-06 1.27552626e-14 ... 2.60237117e-08
  9.99954198e-01 4.32633119e-05]
 [1.12294814e-39 5.52075665e-30 1.18157558e-22 ... 1.30224048e-24
  4.34601952e-24 6.62162443e-25]]"
