Round,Model,Accuracy,F1,Precision,Recall,y_pred,probas
14,Random Forest,0.924346539536413,0.886934898165365,0.883125864137499,0.9086204139385956,[ 7  7  4 ...  4 13  4],"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
14,LightGBM,0.9233601841196778,0.8845180953855839,0.8901361701250949,0.9133642774772172,[ 7  7  4 ...  4 13  4],"[[4.60607982e-08 2.36211600e-09 6.73467191e-10 ... 2.72887655e-07
  1.36643795e-09 1.67745121e-08]
 [2.76792939e-06 1.95022004e-09 6.53960874e-10 ... 4.40126328e-07
  1.44197930e-09 3.28266543e-09]
 [2.96776878e-08 1.81866180e-09 6.69838109e-10 ... 2.25450484e-07
  1.57571003e-09 3.06912600e-09]
 ...
 [2.97074594e-08 1.82002312e-09 6.70327348e-10 ... 2.25519348e-07
  1.57695757e-09 3.07095926e-09]
 [8.24533325e-08 6.32850304e-07 8.97233603e-09 ... 2.82787135e-07
  9.99996545e-01 1.89507794e-06]
 [2.96776883e-08 1.81866183e-09 6.69838122e-10 ... 2.25450491e-07
  1.57571005e-09 3.06912609e-09]]"
14,Logistic Regression,0.6803879664639159,0.615121883080656,0.6466633946316339,0.6691496723840714,[ 7  7  4 ...  4 13  4],"[[4.88259848e-10 1.42620285e-05 4.62915077e-15 ... 1.36733553e-05
  1.53658378e-08 2.82518327e-05]
 [1.15526845e-08 2.34938789e-10 3.44464668e-09 ... 9.26119061e-05
  5.18087273e-10 9.48920965e-08]
 [2.63327223e-09 4.95583644e-18 5.61986818e-09 ... 5.08851915e-08
  3.44864800e-13 7.09279794e-11]
 ...
 [5.57616116e-06 7.40535978e-15 1.39260170e-05 ... 2.67168652e-04
  6.27362474e-10 1.19134620e-07]
 [7.97654527e-09 1.93373591e-04 8.43983109e-16 ... 7.53545907e-07
  9.44624911e-01 5.51781049e-02]
 [1.00928694e-24 8.92528717e-33 9.43219297e-25 ... 2.53714196e-25
  2.77479999e-28 7.16921607e-26]]"
14,XGBoost,0.9307249712313004,0.8965306920985202,0.8935181791677916,0.9150985329196754,[ 7  7  4 ...  4 13  4],"[[1.0101166e-06 6.1156975e-08 1.1955090e-08 ... 2.9397879e-05
  2.7595776e-08 1.2060005e-06]
 [8.2711209e-05 9.4780795e-08 1.6541605e-08 ... 4.6950525e-05
  6.4989358e-08 1.0169455e-07]
 [1.7075586e-06 2.1655028e-07 4.4277666e-08 ... 1.3637553e-05
  2.0468883e-07 2.1354009e-07]
 ...
 [1.7075586e-06 2.1655028e-07 4.4277666e-08 ... 1.3637553e-05
  2.0468883e-07 2.1354009e-07]
 [1.1582231e-06 9.3767795e-07 2.4408653e-08 ... 5.2973195e-07
  9.9998921e-01 5.7468969e-06]
 [1.7075586e-06 2.1655028e-07 4.4277666e-08 ... 1.3637553e-05
  2.0468883e-07 2.1354009e-07]]"
14,MLP (Neural Net),0.8035837580141377,0.778852840049103,0.8068508897351839,0.7882760002749868,[ 7  7  4 ...  4 13  4],"[[1.31572491e-30 3.62823785e-05 3.58939474e-18 ... 1.73429567e-07
  9.00542793e-09 4.62528809e-05]
 [2.68309963e-09 8.16723607e-11 2.70442792e-10 ... 4.35864426e-07
  1.52595885e-11 3.93731039e-11]
 [1.53310422e-24 1.92435678e-15 6.32186580e-11 ... 6.27600968e-15
  5.57241321e-13 2.68592009e-16]
 ...
 [2.34597845e-19 1.31133385e-11 3.76935057e-08 ... 6.93778537e-11
  8.03421547e-10 4.50220848e-13]
 [2.14225877e-19 6.09279292e-06 1.46866361e-12 ... 3.60875244e-08
  9.99925505e-01 6.82427676e-05]
 [1.35666507e-38 3.08826481e-29 3.14028010e-21 ... 3.38079844e-25
  2.80750660e-23 1.53253474e-27]]"
