round,model,accuracy,f1,precision,recall,y_pred,probas,watermark_mode,n_rounds,method,n_clients,watermark_strength
3,XGBoost,0.8240341936544469,0.7916513383890464,0.7914105506241177,0.811899893931846,[ 7  7  4 ...  4 13  4],"[[4.6343237e-07 2.2736365e-06 3.5835851e-07 ... 4.8351512e-06
  2.5745965e-06 6.6922939e-06]
 [2.6081000e-06 1.0725699e-06 5.9741171e-07 ... 8.4221136e-07
  3.0867400e-06 3.4915915e-06]
 [3.1849686e-07 2.4966667e-07 5.9739468e-06 ... 1.0862512e-06
  2.1195977e-07 2.6030435e-07]
 ...
 [1.2938137e-06 4.4235608e-07 1.7925084e-05 ... 2.2107140e-06
  4.8274813e-07 4.5700133e-07]
 [1.0241405e-06 4.4439439e-05 5.7796541e-07 ... 8.7936786e-07
  9.9916428e-01 7.7507447e-04]
 [1.0980126e-07 8.3105512e-08 2.3622297e-07 ... 8.2849447e-06
  3.9378179e-08 3.1724745e-08]]",model,10,pca,5,0.1
